a,all,also,an,and,any,are,as,at,be,been,but,by,can,do,down,even,every,for,from,had,has,have,her,his,if,in,into,is,it,its,may,more,must,my,no,not,now,of,on,one,only,or,our,should,so,some,such,than,that,the,their,then,there,things,this,to,up,upon,was,were,what,when,which,who,will,with,would,your,BookID,target
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
26.748379019481458,4.750231568645505,0.0,3.0,37.2497684313545,5.583719281075844,3.832561437848314,17.41720699350618,9.916743856215168,15.666049150278651,12.833487712430339,12.083256143784832,10.249768431354493,4.0,4.249768431354494,2.0832561437848316,1.8334877124303373,4.3330245751393255,10.416280718924156,6.583719281075844,14.750231568645507,5.0,18.166512287569663,21.58371928107584,22.75115784322753,4.166512287569663,19.99907372541798,3.750231568645506,14.166512287569663,27.0,2.8334877124303377,5.750231568645506,3.3330245751393255,3.0832561437848316,16.41720699350618,3.2497684313544943,19.916743856215167,5.249768431354494,53.83441398701236,16.167438562151688,2.416280718924157,4.6669754248606745,5.166512287569662,2.916743856215169,5.0,9.083256143784832,3.3330245751393255,3.0832561437848316,0.666049150278651,15.500463137291012,54.417206993506184,4.916743856215168,2.0832561437848316,0.3330245751393255,0.08325614378483137,11.500463137291012,57.91767013079719,2.8334877124303377,1.0,20.333024575139326,5.083256143784832,15.500463137291012,5.833487712430338,7.833487712430337,6.750231568645506,2.249768431354494,15.916743856215168,7.583719281075843,7.166512287569663,6.500463137291012,P
41.23370826447849,14.558427066119622,1.324718801641134,28.337082644784882,57.46853243774608,2.558427066119622,0.0,14.20786466940189,8.79213533059811,7.441572933880378,2.6752811983588662,8.908989462837354,3.0910105371626457,5.58427066119622,0.558427066119622,4.792135330598111,1.0,1.558427066119622,10.441572933880376,5.558427066119622,7.0,0.558427066119622,4.441572933880378,5.908989462837354,5.908989462837354,5.58427066119622,25.675281198358867,4.883145867760756,4.116854132239244,20.467416528956974,0.441572933880378,0.0,0.441572933880378,1.324718801641134,18.03932334700945,4.116854132239244,3.324718801641134,5.908989462837354,44.662917355215114,16.091010537162646,4.441572933880378,4.441572933880378,4.6494376032822675,4.091010537162646,0.0,6.441572933880378,2.558427066119622,0.441572933880378,1.116854132239244,24.207864669401893,94.19550082625815,5.20786466940189,2.6752811983588662,6.41572933880378,1.0,5.8831458677607555,38.40224958687093,8.142697727315841,1.883145867760756,24.688760950291716,10.714604545368315,2.883145867760756,3.441572933880378,2.3247188016411338,3.766291735521512,1.324718801641134,14.41572933880378,2.3247188016411338,2.79213533059811,3.675281198358866,N
18.915671208315064,7.904216439584247,0.0957835604157532,2.904216439584247,41.5018273395404,0.0957835604157532,11.808432879168494,5.574701362494519,5.383134241663012,10.42529863750548,1.0957835604157533,16.233731516673974,5.2873506812472595,3.9042164395842467,7.233731516673974,5.616865758336988,0.478917802078766,0.0,10.808432879168492,5.904216439584247,1.2451862854047917,0.1915671208315064,11.233731516673975,21.701194550021924,9.053619164573284,7.329515077089727,16.735558856214375,1.0,12.71264931875274,13.329515077089727,0.0957835604157532,0.9042164395842468,6.095783560415754,1.9042164395842467,33.64757538544864,8.521082197921235,25.275895912516443,2.0,24.555446504113686,8.71264931875274,3.0,1.0957835604157533,3.8084328791684934,3.0,3.616865758336987,9.616865758336987,1.8084328791684936,2.0957835604157533,2.7662684833260256,27.532536966652053,66.84279718536095,5.766268483326026,2.2873506812472595,1.478917802078766,0.0,14.28735068124726,42.60541098960617,1.8084328791684936,2.7126493187527405,2.39458901039383,1.5325369666520512,7.7126493187527405,7.329515077089727,4.095783560415753,3.6704849229102727,8.425298637505481,20.75481371459521,6.7126493187527405,15.137947956258222,10.042164395842468,N
31.516827098222684,13.0,0.0,1.103365419644537,44.25240404465238,0.36778847321484565,12.516827098222684,9.793269160710926,6.103365419644537,12.483172901777316,2.632211526785154,16.586538321421852,8.206730839289074,2.896634580355463,6.896634580355463,1.0,1.3677884732148455,0.6322115267851544,12.0,6.632211526785155,3.206730839289074,0.7355769464296913,10.793269160710926,11.379807482132778,6.896634580355463,4.793269160710927,22.677884732148456,4.0,16.206730839289072,22.10336541964454,1.103365419644537,1.896634580355463,6.735576946429691,6.954326794636698,16.805288169628856,9.057692214281234,15.42548068749608,4.0,41.78125015179299,4.574519312503919,3.3677884732148455,2.942307785718765,3.5288461071406174,7.264423053570309,3.264423053570309,9.42548068749608,2.896634580355463,2.0,4.471153892859382,27.793269160710928,66.38942366074228,3.838942366074228,6.896634580355463,2.8389423660742286,0.0,9.0,42.16105763392577,2.4711538928593826,0.7355769464296913,8.252404044652376,5.310096258933611,5.838942366074228,5.0,4.632211526785154,2.103365419644537,8.322115267851544,6.896634580355463,4.264423053570309,13.838942366074228,5.425480687496081,N
51.763696644322565,4.053705308108509,0.9892589383782981,7.032223184865106,89.4522058572932,4.0,0.010741061621701853,19.94629469189149,12.957035753513193,8.118151677838721,3.9677768151348944,16.021482123243402,6.053705308108509,1.0966695545953167,4.053705308108509,5.935553630269789,0.021482123243403706,0.021482123243403706,12.967776815134895,5.032223184865106,11.914071507026385,0.08592849297361482,2.0966695545953167,1.29000866378595,37.709991336214046,0.053705308108509264,30.903330445404684,6.935553630269789,2.1825980475689315,17.042964246486807,1.0,0.053705308108509264,5.010741061621702,0.09666955459531668,0.35445503351616114,3.064446369730211,9.032223184865106,0.06444636973021112,42.24704441729914,13.903330445404684,6.957035753513193,4.021482123243404,3.9785178767565963,1.0537053081085093,0.07518743135191297,6.085928492973615,1.0,1.0322231848651056,3.989258938378298,15.107410616217017,86.46294691891491,7.935553630269789,0.010741061621701853,5.946294691891491,1.9785178767565963,2.064446369730211,45.34371397189446,2.9785178767565963,0.0,54.45220585729321,4.978517876756596,0.021482123243403706,6.967776815134894,5.1074106162170185,4.957035753513193,0.06444636973021112,10.989258938378297,5.085928492973615,0.3222318486510556,4.010741061621702,N
31.960982271051957,12.006502954824674,0.993497045175326,8.941473406577934,48.92846749692859,12.915461587279237,1.039017728948044,9.019508864474023,11.954479316227282,30.91546158727924,6.973988180701304,11.065029548246741,6.0,0.026011819298696004,4.026011819298696,0.006502954824674001,1.993497045175326,5.967485225876629,13.986994090350652,8.986994090350652,20.86994090350652,1.986994090350652,7.039017728948044,45.81791726490913,8.0,0.04552068377271801,20.986994090350652,3.006502954824674,6.052023638597392,22.986994090350652,2.9804911355259778,0.019508864474022003,7.986994090350652,2.058526593422066,2.156070915792176,9.019508864474023,14.026011819298695,4.0,42.960982271051954,12.928467496928585,4.986994090350652,4.96748522587663,5.0,0.05202363859739201,2.013005909649348,10.013005909649348,3.006502954824674,4.980491135525979,4.986994090350652,27.019508864474023,59.92196454210391,2.0,1.045520683772718,1.993497045175326,0.993497045175326,4.03251477412337,66.8504320390325,0.006502954824674001,0.0,43.7268758973637,4.980491135525979,4.0,4.006502954824674,5.0,2.9869940903506516,2.06502954824674,16.941473406577934,17.91546158727924,0.07803545789608801,4.026011819298696,P
29.530640474491424,11.469359525508578,0.0,4.882660118622855,48.88266011862286,5.469359525508578,13.765320237245712,23.35724166071998,13.413300593114279,24.0,3.765320237245711,11.586699406885723,4.117339881377145,6.530640474491422,6.882660118622856,1.8826601186228555,0.8826601186228555,5.234679762754288,14.765320237245712,3.3520196441314334,11.0,1.0,14.17862083035999,10.938719051017156,2.3520196441314334,9.061280948982844,29.59192142347427,4.647980355868566,18.29596071173713,37.59192142347427,1.0,3.765320237245711,1.0,5.765320237245711,7.117339881377145,5.352019644131433,21.586699406885725,4.647980355868566,56.65320237245711,10.765320237245712,2.3520196441314334,6.413300593114278,9.234679762754288,1.8826601186228555,4.882660118622855,7.117339881377145,1.234679762754289,1.1173398813771445,2.3520196441314334,21.295960711737134,58.53586249107997,7.178620830359989,2.0,0.8213791696400112,1.3520196441314334,3.765320237245711,49.35201964413144,1.0,1.1173398813771445,9.408078576525734,6.586699406885723,3.8213791696400112,3.8826601186228555,8.647980355868565,3.0,2.525418457902878,16.061280948982844,4.0,5.234679762754288,1.3520196441314334,P
37.7876504903945,8.173192787086501,0.0,10.480421638740498,52.44126491622149,4.346385574173001,4.259789180629751,13.08659639354325,7.519578361259502,21.08659639354325,3.5195783612595024,16.22063245811075,9.480421638740498,5.1731927870865,8.173192787086501,1.8268072129134993,5.8268072129135,2.8268072129135,22.441264916221495,9.307228851653997,15.134036064567496,8.346385574173002,19.653614425826998,34.22063245811074,13.480421638740498,5.740210819370249,22.74021081937025,2.8268072129135,9.472138690235255,23.645331477321758,0.17319278708650065,2.3463855741730013,2.432981967716252,5.0,9.259789180629753,7.346385574173001,13.645331477321758,4.0865963935432505,52.92168655496199,8.25978918062975,1.1731927870865007,6.567018032283748,8.220632458110748,0.259789180629751,5.653614425827,7.173192787086501,2.1731927870865007,9.393825245197247,2.2597891806297508,21.5195783612595,32.480421638740495,1.9134036064567497,0.3463855741730013,5.0,0.08659639354325033,7.779367541889253,62.740210819370255,2.0,1.259789180629751,16.8268072129135,3.432981967716252,9.346385574173002,2.2597891806297508,7.653614425826999,2.0,8.346385574173002,11.519578361259502,4.9134036064567495,12.393825245197247,5.8268072129135,P
36.60708468702993,10.285667749623947,0.0,17.249918561841906,46.071498375564076,2.357166125188027,2.357166125188027,16.714332250376053,14.0,11.46441368853415,3.01787459389102,14.339291531297008,6.0,2.3392915312970066,2.0178745938910203,0.6607084687029933,0.0,2.3214169374059863,15.98212540610898,7.660708468702993,9.696457656485034,0.33929153129700673,7.3571661251880265,29.232369720583264,8.607084687029932,1.0178745938910203,27.982125406108977,1.6607084687029934,5.3392915312970075,20.624959280920955,1.0,1.357166125188027,5.3392915312970075,2.3392915312970066,6.375040719079047,5.732206844267075,12.01787459389102,2.3214169374059863,49.46441368853415,13.285667749623947,2.6607084687029934,3.0,6.321416937405987,5.321416937405987,2.0357491877820406,6.017874593891021,2.6785830625940132,1.0178745938910203,5.0,20.607084687029932,83.17842018627783,5.696457656485034,3.0,4.0536237816730605,2.9821254061089797,6.321416937405987,50.50016287631619,4.660708468702993,0.6607084687029933,23.321416937405985,3.0357491877820406,5.982125406108979,6.303542343514966,3.0,3.01787459389102,5.410789906861088,17.607084687029932,6.3571661251880265,0.6607084687029933,5.3392915312970075,N
38.98691989101872,7.0,0.1437914363558055,4.71241712728839,69.86274861813483,3.5686256909325835,2.8562085636441945,16.41829420008614,15.562085636441946,15.699337018307112,7.137251381865167,12.431374309067417,8.28758287271161,0.0,0.0,1.862748618134833,0.575165745423222,4.424834254576778,14.41829420008614,8.0,17.568625690932585,0.1437914363558055,6.849668509153556,28.562085636441942,11.039240326943832,2.5686256909325835,19.869288672625473,5.431374309067417,2.0,22.130711327374527,7.705877072797751,0.8562085636441945,5.568625690932583,2.0,3.424834254576778,5.712417127288389,10.575165745423224,4.856208563644195,61.143791436355805,7.0,3.4313743090674165,2.1437914363558055,5.568625690932583,0.0,3.424834254576778,7.424834254576778,6.849668509153556,2.0,5.0,14.143791436355805,89.59478590889513,9.562085636441944,1.1437914363558055,7.856208563644195,0.0,5.006540054490639,55.0,2.1437914363558055,1.150331490846444,38.43791436355805,20.267962709239697,1.1437914363558055,4.862748618134833,7.993459945509362,2.1437914363558055,0.1437914363558055,16.71241712728839,3.712417127288389,0.8562085636441945,6.856208563644194,N
24.64745441134825,9.01152735319105,0.0,2.6589817645392997,70.89289132482043,3.67050911773035,3.4942363234044747,22.505763676595524,8.6589817645393,16.64745441134825,5.317963529078599,16.0,8.32949088226965,0.49423632340447476,4.0,0.16474544113482492,1.835254558865175,1.0,17.505763676595524,4.494236323404475,11.30643617588755,2.0,6.635927058157199,50.7050911773035,16.35254558865175,3.8237272056741247,31.869836618438327,2.8352545588651754,11.67050911773035,18.96541794042685,3.67050911773035,1.3294908822696498,8.176272794325875,6.67050911773035,5.0,5.164745441134825,21.658981764539302,0.49423632340447476,67.55187308935973,2.6589817645392997,0.49423632340447476,5.164745441134825,8.846781912056226,0.0,6.5057636765955245,8.01152735319105,4.67050911773035,4.0,4.32949088226965,12.6589817645393,65.50576367659552,15.364072941842801,0.16474544113482492,6.67050911773035,2.5057636765955253,1.4827089702134244,47.28338146950545,3.4942363234044747,0.32949088226964984,23.3410182354607,5.505763676595525,5.670509117730351,4.505763676595525,8.835254558865175,2.164745441134825,2.1532180879437743,14.164745441134825,4.6589817645393,2.8352545588651754,6.0,P
30.834842478769808,8.34301179965828,1.462795280136688,10.119783480478407,61.46279528013669,1.537204719863312,5.194192920205031,13.268602359931656,10.491830679111528,15.805807079794967,5.805807079794969,10.731397640068344,10.194192920205031,1.731397640068344,4.462795280136688,3.462795280136688,0.26860235993165604,1.3430117996582802,12.313976400683439,5.194192920205031,10.491830679111528,8.582578760615096,20.97096460102516,6.446456638359745,9.954625959248215,2.731397640068344,27.85118112054675,1.268602359931656,24.2849410017086,31.165157521230192,1.462795280136688,1.0,3.731397640068344,1.6116141595899363,5.925590560273376,8.119783480478407,19.46279528013669,2.074409439726624,42.611614159589934,7.537204719863311,4.731397640068344,4.731397640068344,2.805807079794968,8.776771680820127,1.8058070797949681,7.611614159589936,1.268602359931656,4.0,2.0,41.67332684211866,88.85118112054676,3.462795280136688,1.731397640068344,4.805807079794969,2.194192920205032,11.119783480478407,37.37204719863312,1.268602359931656,3.0,30.954625959248215,6.074409439726624,4.925590560273376,3.6116141595899363,3.6116141595899363,2.0,12.508169320888472,17.388385840410063,1.8058070797949681,13.97096460102516,1.8058070797949681,P
28.26474280048305,10.0,0.0,6.146800396618637,44.38268520434747,7.882057596135586,3.735257199516948,10.205771598550843,8.352571995169482,16.352571995169484,4.470514399033896,11.676285997584742,7.146800396618638,5.882057596135586,6.735257199516948,1.4705143990338965,2.205771598550845,2.941028798067793,14.882057596135585,8.0,9.146800396618637,2.205771598550845,15.617314795652534,26.792973185025392,7.441656406279673,4.205771598550845,31.470514399033895,1.2647428004830519,13.794228401449155,20.23462959130507,0.7352571995169482,0.7352571995169482,5.529485600966103,8.146800396618637,14.235884807728828,9.853199603381363,14.146800396618637,4.735257199516948,38.293600793237275,6.0589712019322075,7.882057596135586,5.882057596135586,2.941028798067793,0.26474280048305177,2.0,8.617314795652533,3.4705143990338962,5.264742800483051,2.5294856009661038,13.912170805313568,54.589712019322064,4.0,1.2647428004830519,7.0589712019322075,2.4705143990338967,9.030113209177983,49.55834359372033,0.7352571995169482,1.0,15.440401189855914,9.087829194686432,8.323714002415258,6.205771598550845,1.7352571995169481,6.205771598550845,7.735257199516948,11.941028798067792,4.205771598550845,8.794228401449155,5.853199603381363,N
27.079885890190127,10.239657670570377,2.0798858901901256,6.239657670570376,67.04136931771849,2.0798858901901256,2.639087121521004,2.0798858901901256,8.44079876866912,6.3994294509506275,2.0,7.840228219619749,8.840228219619748,0.4793153411407529,2.319543560760502,2.8402282196197493,3.680456439239498,0.7189730117111294,15.360912878478995,3.0798858901901256,11.520684658859247,1.0385165724716314,3.479315341140753,0.23965767057037646,6.840228219619749,0.9201141098098745,53.00285274524686,2.0,7.917261364563012,18.156919035133388,7.3994294509506275,0.9201141098098745,4.920114109809875,2.0798858901901256,0.07988589019012549,3.159771780380251,9.760342329429623,1.6390871215210039,78.31954356076051,7.760342329429624,3.159771780380251,0.39942945095062743,0.0,4.840228219619749,1.9201141098098744,2.798858901901255,0.9201141098098745,2.920114109809875,5.0,20.27817424304201,176.20969933383932,13.12125520790862,1.2396576705703763,7.079885890190125,0.9201141098098745,7.3994294509506275,37.31954356076051,0.9201141098098745,1.9201141098098744,28.56205397657774,19.562053976577744,7.038516572471631,4.079885890190125,3.2396576705703763,2.7603423294296237,3.479315341140753,11.479315341140753,6.680456439239498,0.23965767057037646,1.0,N
25.959513606154992,9.617408801154061,0.0,7.234817602308123,45.443320789613445,8.852226403462184,4.0,11.0,11.0,18.10728720269281,4.6174088011540615,13.510121598461252,8.872469600384687,7.10728720269281,6.234817602308122,1.872469600384687,2.6174088011540615,3.6174088011540615,16.10728720269281,9.147773596537816,10.234817602308121,2.6174088011540615,16.342104805000933,31.55667921038655,7.57085118922876,4.744939200769374,31.48987840153875,1.5101215984612515,12.362348001923436,22.066800808847805,0.8724696003846871,1.2550607992306257,5.255060799230626,8.852226403462184,9.489878401538748,7.8724696003846875,15.744939200769375,6.275303996153129,40.34210480500093,5.3825911988459385,8.852226403462184,7.10728720269281,5.4028343957684415,1.6578951949990675,1.872469600384687,11.0,4.0,4.744939200769374,2.255060799230626,10.362348001923435,44.38259119884594,4.510121598461252,1.6376519980765645,5.3623480019234355,2.8724696003846875,4.255060799230626,54.78542559461438,1.5101215984612515,0.8724696003846871,18.959513606154992,10.724696003846871,7.255060799230625,7.0,2.0,7.1275303996153125,8.0,14.78542559461438,4.3623480019234355,6.979756803077497,3.744939200769374,N
29.90459958526556,7.047700207367219,0.0,6.0,55.39267453342376,3.9761498963163904,5.047700207367219,17.678875777627074,7.392674533423756,15.416524637107367,3.9045995852655615,16.11925051841805,8.488074948158195,0.4880749481581952,8.535775155525414,1.9761498963163904,0.4880749481581952,3.9761498963163904,13.95229979263278,3.0238501036836096,4.4403747407909755,2.9522997926327808,11.440374740790975,35.178023600271274,11.392674533423756,1.5119250518418048,22.0,1.5357751555254144,21.190800829468877,17.321124222372926,0.9761498963163904,3.511925051841805,3.511925051841805,4.02385010368361,9.119250518418049,9.511925051841803,24.416524637107365,3.5357751555254144,41.83304927421473,7.0,2.9761498963163904,1.0,11.511925051841805,3.071550311050829,3.488074948158195,9.95229979263278,1.9761498963163904,2.9761498963163904,4.583475362892633,17.95229979263278,65.90459958526556,7.583475362892633,1.5119250518418048,9.511925051841803,0.4880749481581952,7.583475362892633,51.22572380763849,1.5119250518418048,1.4880749481581952,19.618398341062246,8.464224844474586,8.607325466576244,7.0,4.880749481581952,2.9522997926327808,3.511925051841805,12.928449688949172,6.464224844474586,4.02385010368361,6.0,P
35.363914014446095,7.1475537409711905,0.1704892518057619,6.9770644891654285,44.488532244582714,6.806575237359667,8.977064489165429,20.931193467496286,17.44266122291357,24.101682719302048,4.1475537409711905,15.829510748194238,9.318042992776952,9.14755374097119,10.829510748194238,0.0,0.0,1.6590214963884762,18.681957007223048,1.6590214963884762,5.9770644891654285,4.1475537409711905,15.806575237359667,12.659021496388476,17.44266122291357,12.85244625902881,30.318042992776952,2.340978503611524,16.386849525280667,28.613150474719333,0.8295107481942381,3.3180429927769524,8.806575237359667,5.0,6.944188302367095,7.511467755417286,21.97706448916543,0.6819570072230476,54.24923646027324,6.9770644891654285,3.0,1.0,8.318042992776952,0.5114677554172857,4.0,8.318042992776952,1.6590214963884762,5.488532244582714,6.318042992776952,22.806575237359667,53.44266122291357,7.465596733748143,4.681957007223048,5.318042992776952,0.0,4.659021496388476,59.03287618679833,3.659021496388476,2.340978503611524,9.465596733748143,1.829510748194238,8.488532244582714,1.6819570072230476,2.340978503611524,6.806575237359667,4.8983172806979525,9.0,21.590214963884762,5.557338777086429,4.0,P
50.09460540409523,8.345269729795238,0.0,9.583111891433333,63.915559457166665,7.583111891433333,2.690539459590476,11.726348648976192,6.309460540409524,20.52431567672381,6.690539459590476,9.726348648976192,7.309460540409524,2.7263486489761912,3.690539459590476,1.0358091893857146,0.3452697297952382,5.892572431842856,17.0,6.309460540409524,14.856763242457141,2.0716183787714293,7.452697297952382,32.785144863685716,10.618921080819046,3.4526972979523816,26.964190810614287,4.309460540409524,6.524315676723811,17.214855136314288,1.654730270204762,2.0716183787714293,2.0,3.690539459590476,4.488506487338096,9.035809189385715,13.726348648976192,3.345269729795238,59.02298702532381,7.726348648976191,4.0,2.690539459590476,3.9283816212285707,0.6547302702047618,1.654730270204762,8.964190810614285,1.654730270204762,10.0,2.0358091893857146,15.143236757542859,66.03580918938572,4.726348648976191,2.0358091893857146,2.690539459590476,1.3094605404095236,3.7621578383619054,48.94120378529048,1.345269729795238,2.3094605404095234,29.82095405307143,8.964190810614285,4.345269729795238,1.0358091893857146,7.583111891433333,4.654730270204762,3.0716183787714293,17.964190810614284,9.618921080819048,5.833776217133334,5.035809189385715,P
33.38816487859753,18.776329757195054,0.8209072087330586,5.283628834932235,58.71637116506776,3.2836288349322342,2.358185582533883,7.0,7.283628834932234,10.074556747601648,4.641814417466118,13.67179371352976,12.209072087330586,1.5372783738008242,2.895463956334707,2.6418144174661173,1.8209072087330584,2.462721626199176,12.179092791266942,5.358185582533883,7.5672576698644685,0.0,8.104536043665293,13.49270092226282,4.895463956334707,1.1790927912669416,31.671793713529762,2.462721626199176,7.940041407872712,18.029979296063644,2.462721626199176,1.0,1.3581855825338829,2.8209072087330584,4.298226990406595,4.820907208733059,14.641814417466117,0.17909279126694144,59.37356672312316,10.74635046113141,3.1790927912669416,1.6418144174661171,3.0,7.641814417466117,0.5372783738008243,5.716371165067766,3.4327423301355315,0.0,0.7163711650677658,28.567257669864468,103.64259740258103,7.462721626199175,3.358185582533883,13.462721626199176,0.0,10.402763034071889,30.462721626199176,6.641814417466117,2.7163711650677658,46.86626764538599,15.597236965928113,6.432742330135532,0.3581855825338829,2.537278373800824,3.8209072087330584,4.4327423301355315,14.895463956334707,7.388164878597527,3.8209072087330584,5.4327423301355315,N
32.35608531616715,4.557722411063539,0.2211387944682306,3.105693972341153,38.43252673915053,9.336583616595309,5.115444822127078,10.894306027658846,6.442277588936461,14.567473260849463,5.653665533618767,12.0,8.221138794468231,7.221138794468231,2.7788612055317694,0.2211387944682306,1.4422775889364612,2.547971561277614,17.673167233190618,5.105693972341153,11.653665533618767,3.557722411063539,24.65366553361877,41.471530138294234,8.759359505959921,4.0,29.326832766809382,3.7788612055317694,13.452028438722387,7.874804328086998,0.6634163834046918,5.673167233190616,3.557722411063539,5.115444822127078,8.990249150214076,6.557722411063539,21.788612055317692,3.442277588936461,52.53822071149169,7.105693972341153,2.442277588936461,2.0,7.894306027658847,1.5577224110635388,4.336583616595308,5.105693972341153,5.115444822127078,4.894306027658847,7.115444822127078,20.22113879446823,58.97074745064223,0.7788612055317694,0.2211387944682306,3.336583616595308,1.5577224110635388,7.884555177872922,46.115444822127074,0.4422775889364612,3.336583616595308,20.547971561277613,4.557722411063539,10.336583616595309,2.2211387944682306,8.317081917023458,3.2211387944682306,6.115444822127078,24.0,6.336583616595308,6.75935950595992,4.663416383404692,P
22.260054664012806,16.479890671974392,0.9133151119957319,1.5201093280256086,54.65326044798292,1.4334244400213405,6.479890671974392,6.693479104034145,2.040218656051217,9.866848880042681,0.866848880042681,15.086684888004267,3.3467395520170724,2.739945335987196,10.306520895965855,1.913315111995732,0.3467395520170724,1.4334244400213405,17.17336977600854,9.43342444002134,4.167122200106702,0.0,10.306520895965855,1.5603279840768258,8.947286192145116,10.306520895965855,25.34673955201707,1.086684888004268,9.393205783970123,20.0,0.1733697760085362,2.0,7.3932057839701235,2.913315111995732,29.399453359871956,8.56657555997866,17.306520895965857,3.0866848880042683,37.73369776008536,5.56657555997866,6.0,0.2600546640128043,0.5201093280256086,17.439672015923172,0.7801639920384129,7.913315111995732,0.1733697760085362,4.086684888004268,2.739945335987196,17.086684888004267,69.56032798407682,19.439672015923176,3.826630223991464,2.260054664012804,1.8266302239914638,6.653260447982928,33.167122200106704,2.913315111995732,4.653260447982928,3.6407652961792603,1.866848880042681,9.739945335987196,1.086684888004268,1.5201093280256086,3.9133151119957317,14.873096455944514,17.86684888004268,2.913315111995732,3.6532604479829276,4.173369776008537,P
36.70417056161889,4.110936039392918,0.0,5.03697867979764,77.74272488688027,1.3328081181787532,0.3328081181787532,4.554680196964589,4.295829438381114,1.7765522757504242,4.147914719190557,14.0,6.073957359595278,0.0739573595952785,0.295829438381114,5.778127921214164,0.0739573595952785,1.0369786797976392,9.369786797976392,5.147914719190557,17.0,0.147914719190557,2.332808118178753,11.591658876762228,14.0,1.1848933989881962,30.44531980303541,4.889063960607082,3.4067654777740315,18.258850758583474,5.815106601011803,0.11093603939291774,4.036978679797639,1.0739573595952785,0.03697867979763925,7.815106601011804,3.739573595952785,1.1848933989881962,60.74114924141652,24.297405083844854,4.963021320202361,0.11093603939291774,1.2218720787858355,0.11093603939291774,0.295829438381114,3.184893398988196,1.0369786797976392,0.0739573595952785,0.22187207878583548,20.369786797976392,163.00630258185495,7.926042640404722,0.9630213202023608,6.96302132020236,0.03697867979763925,7.0,33.99842435453626,4.889063960607082,1.9630213202023608,40.48229848283305,13.815106601011804,2.036978679797639,3.0,3.147914719190557,5.073957359595279,0.9630213202023608,9.184893398988196,2.147914719190557,1.0369786797976392,4.0,N
22.018784572013136,8.894608492550365,1.0,4.0,55.562088039731385,8.75408648261752,7.0,18.929738995033578,11.964869497516789,23.0,5.105391507449635,11.070261004966422,6.1756525124160575,4.070261004966423,9.894608492550367,1.0,1.1053915074496348,2.0,13.859477990067152,7.035130502483211,7.210783014899269,5.894608492550365,9.0,45.87582392053723,3.5620880397313854,8.824347487583942,28.964869497516787,0.17565251241605795,19.140522009932845,19.105391507449635,0.9648694975167884,2.929738995033577,4.1756525124160575,6.0,7.894608492550365,8.105391507449635,22.0,2.0351305024832116,62.71895598013431,4.140522009932846,3.1405220099328464,1.9648694975167884,4.105391507449635,1.9648694975167884,3.0351305024832116,8.894608492550365,2.0,7.964869497516789,3.1053915074496348,16.070261004966422,66.61356447268467,11.683825477651096,3.0351305024832116,4.070261004966423,0.0,5.964869497516789,41.42156602979854,2.9648694975167884,2.0351305024832116,17.281044019865693,5.964869497516789,6.0,2.070261004966423,6.1756525124160575,3.175652512416058,18.54330346771825,13.070261004966424,6.859477990067154,2.1053915074496348,6.964869497516788,P
34.121878783957236,12.073424256149679,0.5609393919786174,5.121878783957235,60.56093939197862,3.7562424320855303,2.878121216042765,8.390606080213825,9.121878783957236,8.268727296256591,8.121878783957236,13.195303040106912,6.560939391978618,1.8781212160427652,4.317181824064148,4.24375756791447,0.4390606080213826,0.8781212160427652,17.68281817593585,10.804696959893088,15.365636351871705,0.8781212160427652,8.146848512299357,25.318666752940832,8.121878783957236,2.3171818240641477,24.292212095722025,2.6828181759358523,3.5124848641710607,19.560939391978618,0.0,0.0,3.121878783957235,2.6343636481282955,5.878121216042765,8.682818175935852,15.024969728342121,4.75624243208553,55.0,12.804696959893086,3.6828181759358523,4.0,3.6343636481282955,8.853151487700643,0.8781212160427652,7.75624243208553,2.195303040106913,2.6343636481282955,4.439060608021382,17.0,89.7048180465246,7.24375756791447,2.0,7.878121216042765,0.0,6.121878783957235,38.68281817593585,6.487515135828939,2.0,34.73127270374341,17.97503027165788,2.878121216042765,3.2437575679144697,5.1953030401069125,2.6828181759358523,3.7562424320855303,16.634363648128296,0.4390606080213826,3.0,1.5609393919786174,N
